Using cpu device
Logging to runs\ppo_metadrive_10_scenarios\ppo_metadrive_10_scenarios_2025-03-18_18-59-30_e347670b\ppo_metadrive_10_scenarios_1
-----------------------------
| time/              |      |
|    total_cost           | 3.77        |
| time/                   |             |
|    total_timesteps      | 620000      |
| train/                  |             |
|    approx_kl            | 0.002640833 |
|    clip_fraction        | 0.137       |
|    clip_range           | 0.1         |
|    entropy_loss         | -1.98       |
|    explained_variance   | 0.717       |
|    learning_rate        | 5e-05       |
|    loss                 | 38.9        |
|    n_updates            | 4840        |
|    policy_gradient_loss | -0.00162    |
|    std                  | 0.656       |
|    value_loss           | 86.7        |
-----------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 308      |
|    ep_rew_mean     | 263      |
| time/              |          |
|    fps             | 919      |
|    iterations      | 243      |
|    time_elapsed    | 676      |
|    total_timesteps | 622080   |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 313          |
|    ep_rew_mean          | 268          |
| time/                   |              |
|    fps                  | 919          |
|    iterations           | 244          |
|    time_elapsed         | 679          |
|    total_timesteps      | 624640       |
| train/                  |              |
|    approx_kl            | 0.0018882068 |
|    clip_fraction        | 0.214        |
|    clip_range           | 0.1          |
|    entropy_loss         | -1.97        |
|    explained_variance   | 0.637        |
|    learning_rate        | 5e-05        |
|    loss                 | 37.7         |
|    n_updates            | 4860         |
|    policy_gradient_loss | 0.00438      |
|    std                  | 0.655        |
|    value_loss           | 83.2         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 322         |
|    ep_rew_mean          | 276         |
| time/                   |             |
|    fps                  | 919         |
|    iterations           | 245         |
|    time_elapsed         | 682         |
|    total_timesteps      | 627200      |
| train/                  |             |
|    approx_kl            | 0.009109598 |
|    clip_fraction        | 0.148       |
|    clip_range           | 0.1         |
|    entropy_loss         | -1.97       |
|    explained_variance   | 0.638       |
|    learning_rate        | 5e-05       |
|    loss                 | 23.6        |
|    n_updates            | 4880        |
|    policy_gradient_loss | -0.00126    |
|    std                  | 0.654       |
|    value_loss           | 69.8        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 322          |
|    ep_rew_mean          | 277          |
| time/                   |              |
